SalesID,SalePrice
1227829,13.358101707440847
1227844,14.926613687381408
1227847,15.520373136339725
1227848,16.56037548658102
1227863,14.850870509952257
1227870,14.720671786825555
1227871,14.425215903299383
1227879,14.060301883446376
1227880,13.720671786825555
1227881,14.4893462407191
1227882,16.11553140416677
1227883,16.232570825356987
1227885,15.609640474436812
1227886,14.720671786825555
1227887,14.82376527978966
1227888,14.82376527978966
1227905,14.497874512100484
1227910,15.609640474436812
1227911,16.457637380991763
1227912,15.601372858453212
1227913,14.693704739225286
1227914,14.720671786825555
1227917,13.358101707440847
1227918,14.693704739225286
1227920,15.541116956628503
1227924,14.765759676354094
1227925,14.497874512100484
1227930,13.441517715628486
1227933,14.175237650291036
1227942,14.431758749166157
1227949,14.836149004245492
1227972,13.899570107333666
1227976,15.32333628928017
1227977,13.387248053100365
1227979,15.446910974398703
1227980,13.550746785383243
1227988,14.431758749166157
1227990,13.213711798105672
1227991,13.704317173975253
1227992,14.371776644337924
1227994,14.988152097690541
1227997,13.704317173975253
1228007,15.747143998186747
1228012,15.954468971434252
1228019,15.095067301607054
1228031,14.392049039364185
1228040,15.991319376769225
1228042,14.383636799547984
1228046,13.342403021082859
1228049,15.964081989431087
1228050,15.384691015919987
1228056,13.118431294672565
1228061,14.935265837601596
1228065,12.965784284662087
1228069,12.287712379549449
1228071,16.362389065843946
1228072,16.387007583887225
1228075,15.330356716957944
1228076,15.798674298826828
1228089,15.931568569324174
1228104,14.089905596491274
1228105,15.213711798105672
1228107,15.010178404020541
1228113,15.66622400280318
1228117,15.4893462407191
1228119,13.82376527978966
1228122,14.919980595048962
1228123,15.580494128777294
1228124,13.545136389271207
1228129,15.465630171745293
1228130,15.781701220223114
1228131,15.149006108717858
1228134,15.861703762449602
1228135,15.964081989431087
1228136,15.031873475119859
1228142,14.32333628928017
1228145,16.134167121295995
1228149,15.66622400280318
1228150,14.4893462407191
1228152,16.05854142558194
1228153,14.095067301607054
1228155,12.531381460516313
1228156,15.785963247077275
1228157,15.401603346077433
1228158,15.798674298826828
1228160,14.82376527978966
1228161,14.638209626633582
1228168,13.1357092861044
1228179,14.433389834745084
1228182,14.497874512100484
1228183,13.4893462407191
1228188,16.43610421944212
1228192,14.433389834745084
1228195,14.741668868120595
1228197,14.850870509952257
1228198,14.32333628928017
1228200,13.572149262115467
1228203,13.965784284662087
1228214,15.425215903299383
1228217,14.445564548691188
1228219,15.492479130204062
1228222,13.486974648472511
1228225,13.466187052287626
1228228,13.658275249687689
1228229,13.403189596969385
1228231,13.403189596969385
1228236,13.811274335606463
1228237,12.66622400280318
1228238,14.677279191312175
1228244,15.04188726374788
1228245,15.101920972648117
1228247,14.441517715628486
1228248,14.127671967038982
1228253,13.98370619265935
1228254,13.965784284662087
1228256,15.798674298826828
1228265,13.628749297384516
1228270,15.57557863836318
1228277,14.693704739225286
1228287,17.013816981083888
1228288,16.204189023987166
1228289,14.211336990917768
1228290,14.988152097690541
1228291,14.592838118872276
1228292,15.43571676273484
1228293,15.071318698834444
1228305,15.943064208162003
1228314,15.287712379549449
1228315,16.254265896456307
